word,spam,ham 
individually,1,2
jigger,19,0
heavenly,1,0
hookah,12,0
sherilyn,2,0
tram via,1,0
roll tide,1,0
bagpipe,1,0
battalions,1,0
consequent,2,0
catholicism,1,1
xiii,1,0
goalmouth,1,0
screenplay,2,0
swansea,1,0
mountains association,1,0
pascale,1,0
kordula,2,0
lauderdale,1,0
karoline,1,0
tribune,2,1
blooms bury,1,0
moss,1,0
heavyweight,1,0
seasonal,1,0
metric,1,3
trudeau,1,0
tithe,1,0
any morris,1,0
crockett,1,0
fauna,1,0
sickest,1,0
nariko,1,0
rms,1,0
nana,1,0
wesleyan,1,0
scalloped,1,0
subject she,1,0
cradle,1,0
reine,1,0
collocation,1,1
uniformed,1,0
filming,1,0
cologne,1,0
the members,1,0
antiresonator,1,0
rainwater,2,0
unfeminine,1,0
officiating,1,0
harsh,3,0
repatriation,1,0
cincinnati,1,0
weakened,2,0
pantomime,1,0
paedophilia's,2,0
solidified,1,0
seeding,1,0
tiberius,1,0
by only,1,0
reallocation,1,0
erupting,1,0
brunswick,3,1
thrasher,1,0
palanquin,1,0
fire scale,1,0
warhead,1,0
urinate,1,0
suffer foreign,1,0
ductile,1,0
ballot,1,1
sterno,1,0
mycenaean,1,0
be history,1,0
allah,1,0
charity navigator,1,0
parmesans,1,0
blackwell,1,0
yalta,1,0
landing ham,1,0
astride,1,0
feathers from,1,0
gazetteer,1,0
keynes,1,0
thallophyte,1,0
dialectic,1,0
attainability,1,0
vito,1,0
rangeland,2,0
nicaean,1,0
and force,1,0
twisting,2,0
caroline,1,1
exiled,2,0
he prior,1,0
migratory,1,5
smokeless,1,0
sled,1,0
angina,1,0
coaster,1,0
termed,1,0
upper parts,1,0
officeholder,1,0
southampton,2,0
canonically,1,0
filigree,2,0
restraining,1,0
topological,1,0
welles,1,0
shipwreck,1,0
cutaway,1,0
wino,2,0
feudalism,1,0
danish,4,0
ribbentrop,1,0
psychologist,1,0
glamorize,2,0
laredo,1,0
wapiti,1,0
mcleod,1,0
pkt,10,1
kia,13,0
pettibone,1,0
tearful,1,0
jaxartes,1,0
aguste,8,0
essequibo,1,0
centigram,1,0
agility,2,0
dukedom,1,0
gasbag,1,0
delphic,1,0
beluga,1,0
assaultive,1,0
achebe,2,0
kieffer,1,0
flightless,1,0
crybaby,1,0
suzy,1,0
eli,19,1
unusualness,1,0
oilfield,1,0
enforcible,1,0
juicily,2,0
suspenseful,1,0
squibs,2,0
arbutus,1,0
jorgan,1,0
vying,6,0
mugged,2,0
agenting,2,0
nuisance,1,2
ifni,2,0
misanthrope,2,0
awes,1,0
quiesce,1,0
tetchy,1,0
gluiest,1,0
iconic,2,0
espy,1,0
gumption,1,0
kilohertz,1,1
iggie,1,0
juiciness,1,0
gagging,1,0
vina,1,0
duisburg,1,0
juliane,1,0
distributivity,1,0
sharpie,1,0
acerbity,1,0
aguistin,1,0
bodyweight,1,0
byrom,1,0
sybila,1,0
qingdao,3,2
seas,1,0
hawking,3,2
hawkishness,1,0
banquet,1,0
impugns,1,0
knead,1,1
insouciance,1,0
unisex,1,0
frieze,1,0
seuss,1,0
gibe,2,0
zincked,2,0
kandace,1,0
knower,1,0
hedvige,1,0
libby,1,0
jurua,1,0
outfield,1,0
cacaos,1,0
yipping,1,0
schnozzle,1,0
kuenning,5,0
cog,1,0
caligula,1,0
fawnia,1,0
druggie,1,0
agustin,3,0
swingy,2,0
vacuole,1,0
clotilda,1,0
transient,1,0
egotism,1,0
micmac,1,0
jabez,1,0
aguie,3,1
balzac,1,0
huygens,1,0
afield,1,0
fetid,1,0
audiological,1,0
gielgud,1,0
ugandan,1,0
byelaw's,1,0
guiyang,2,0
thrombosis,1,0
klutz,1,0
parkersburg,2,0
fussbudget,1,0
by bk,1,0
ezequiel,1,0
begrudge,2,0
chevy,1,0
lcm,1,0
mightily,1,0
aztecan,1,0
habib,1,0
aglow,1,0
jacquie,1,0
irving,2,0
awning,1,1
adhesive,1,0
picnicked,1,0
fishnet,1,0
ignominy,1,0
chervil,1,0
rozalin,1,0
ginkgo,2,0
sumter,1,0
grunge,1,0
malignancy,1,0
ryder,1,0
madge,1,0
bullfrog,1,0
vestibule,1,0
feigner,1,0
nicene,1,0
bingham,1,0
fanlight,1,1
knowingly,1,0
sifted,1,0
koch,1,1
comte,1,0
molybdenum,1,0
mcgowan,0,1
author tracker,0,1
fable,0,1
paperback,0,1
twiddle,0,1
omni book,0,1
standardizing,0,1
paymasters,0,1
unacceptable,0,3
magnate,1,0
furiously,1,0
tearing,1,0
hurrying,1,0
fancied,1,0
chimney,1,0
bathed,1,0
meditatively,1,0
exalted,1,0
pickle ville,1,0
allie,1,0
coward,2,1
prettily,1,0
obliging,1,0
trifling,1,0
stoutly,1,0
piety,1,0
esteemed,1,0
com pleat,1,0
frivolous,1,0
sighing,1,0
groaning,1,0
lamp,1,0
shone,1,0
overslept,1,0
waked,1,0
antoine,1,0
exchangeable,0,1
out blended,0,1
inactive,0,1
toggle,0,9
nets,1,0
licentious,1,0
beaverton,1,0
addresses targeted,1,0
hydrolyze,1,0
xii,1,0
arabele,1,0
arachnid,1,0
kenny,1,2
billboard,1,0
consensus,1,1
crichton,1,0
cricket archive,1,0
scorpion,1,0
abdomen,3,0
acetic,1,0
octane,1,0
blemished,1,0
mags,1,0
elevated,2,0
landlord,2,1
tabernacle,1,0
corfu,1,0
hasted,1,0
catty,1,0
crayola,1,0
she milt,1,0
stephan,1,0
chicagoan,1,0
decoupage,1,0
henryetta,1,0
australis,2,0
injects,1,0
deadly,1,0
icc,1,1
grapnel,1,0
soccer base,1,0
copulation,1,0
torie,0,1
reproach,0,1
struggled,1,2
dish network,1,0
gal,1,1
distinguish,1,1
gamers,0,1
undermine,0,1
mis classifiers,0,1
numbing,0,1
shitty,0,4
worsening,0,1
decently,0,1
adjusting,1,2
pollute,0,2
theorizing,0,2
premise,0,1
evidenced,0,1
fund raising,1,1
cradle point,0,2
needlepoint,0,1
air cards,0,2
tethered,0,1
smart phones,0,1
fail over,0,1
air card,0,1
experimented,0,1
sacking,0,1
quahog,0,1
freeze leopard,0,1
mccracken,0,1
rosins,0,1
substantive politicians,0,1
anonymity,0,1
azimuth,1,0
bro card,0,1
scandalmongers,0,1
foresting,0,1
guardianship,0,3
mask,1,5
hologram,0,1
darling,0,4
woodgrain,0,1
gushing,0,1
dark tree,0,1
multi layered,0,1
shades,0,1
pyrotechnic,0,1
flat shaded,0,1
whitewater,1,0
dentist,2,0
etiquette,0,1
petite,0,1
schliemann,1,0
beatrisa,1,0
renews,1,0
elitist,0,1
aches,1,0
kill all,0,2
underscore,0,2
denning,1,0
karate,1,0
karlotte,1,0
specific edges,1,0
enumerated,1,0
geology,1,0
scrota,1,0
tungsten,2,0
algerian,2,0
paper clip,1,0
vassily,1,0
coconut,1,0
proconsular,1,0
outpost,1,1
caretaker,1,0
homeless,1,0
colbert,1,0
sympathizer,1,0
spavin,2,0
colonization,2,0
excludes,1,0
blomberg,1,0
federal universal,1,0
portraying,1,0
mekong,1,1
rate it,1,0
to potential,1,0
middlesex,1,0
psycholinguistic,1,0
gonzales,1,0
tasmanian,2,0
planning to,1,0
upperclassmen,1,0
happy piece,1,0
thoroughbred,1,0
celestine,1,0
scooter,2,0
botany,1,0
co calico,1,0
werner,1,0
weeknight,1,0
reestablished,1,0
goa,1,0
williamsburg,1,0
lancaster,1,0
marooned,1,0
days some,1,0
urinary,1,1
marietta,1,0
in upper,1,0
devolved,3,0
aperture,1,0
magellan,1,0
assassinated,1,0
rock hopper,1,0
anabaptist,1,0
termites,1,0
blaze,1,0
sinlessness,1,0
veto,1,1
majoring,1,0
temperate,1,1
consisted,2,0
teetotal,1,0
overseeing,1,0
archaize,1,0
harpsichord,1,0
bangladeshi,1,0
misgovernment,1,0
larsen,1,0
euphrates,1,0
immigrated,1,0
baillie,1,0
avowedly,1,0
tame,1,0
praetorian,1,1
opening world,1,0
re dedication,1,0
vales,1,0
giraud,1,1
signalman,1,0
tactics,1,0
source book,1,0
pod cast,1,0
ethnicity,1,0
orientation,1,0
research several,1,0
wade,1,0
narrator,1,0
restrain,1,0
inland,2,0
red bay,1,0
floor ball,1,0
soloviev,1,0
auxiliary,1,0
flowerpot,1,0
stickleback,1,0
homily,1,0
mgm,1,0
net block,0,4
miles,0,5
gen mask,0,2
local net,0,2
data center,0,1
fan less,0,1
bloodstock,0,1
horizon live,0,1
homebound,0,1
skins,0,1
urging,1,1
star date,0,1
usage on,0,1
isotope,2,1
beefier,0,2
theresa,0,2
interacted,0,1
evangelized,0,1
postponed,0,2
pushy,0,1
media com,0,1
displayer,0,2
finely,0,1
power link,0,1
racetracker,0,1
thia,0,2
gear heads,0,1
motor heads,0,1
synopsis,1,1
horsepower,0,1
gnome clicks,0,3
gnome system,0,4
simulates,0,1
debugged,0,1
enlarging,0,1
wildcatting,0,3
advent,0,1
aiming,0,2
instituting,0,1
morpheus,0,2
audio galaxy,0,1
precedent,0,1
driveway,0,2
ignition,1,1
kleenex,0,1
boon,0,1
outweighs,1,3
equitably,0,1
probability,0,3
facial,0,1
plaid,0,1
locker,0,2
meta pad,0,1
liquid ninja,0,1
ampersand,0,2
gnome store,0,4
unfold,0,1
footwear,1,1
outcast,0,1
depressed,0,1
pity,0,2
centrifugal,1,0
misleader,0,1
plausibility,0,1
imperative,0,1
purposely,0,1
dumbness,0,1
reuse,0,1
endangers,0,1
transfusion,0,1
donated,0,1
support there,0,1
rescan,0,1
reloads,0,1
bearded,0,1
balfour,0,1
apprizingly,0,1
plo,2,1
kinky,0,2
interconnectedness,0,1
blow job,0,1
abode,0,1
rapper,0,3
negotiable,0,1
system back,0,1
assassin,0,3
killed on,0,1
restarts,0,1
gerry,0,2
send mail,0,30
funning,0,2
backlog,0,2
snapshotted,0,2
baltimore,0,2
daemon on,0,1
bournemouth,0,1
barb,0,1
fief,1,1
luella,0,1
clave,0,1
prim aria,0,1
seismograph,0,1
iberian,2,0
unshaven,1,0
appertain,4,0
hoodwinker,2,0
botanic,2,0
cardin,1,0
trailing,1,0
commissar,1,0
bolshevik,4,0
kerensky,1,0
uprising,1,0
premature,1,0
vanguard,2,0
urbanity,1,0
undocumented,1,0
interconnection,1,0
leninist,1,0
politburo,1,0
diabase,2,0
vaulted,1,0
rodolph,1,0
hes,0,2
prostitution,0,1
bath,0,1
levine,1,1
work yep,0,1
taped,0,1
finagling,0,1
moos,0,3
approver's,0,1
arouse,0,1
voltaire,0,1
perseveres,0,1
stupidest,0,2
erupts,0,1
hellebore,0,11
inciting,0,1
hatred,0,2
koran,0,1
rushdie,0,1
mecca,1,1
accuse,0,1
insulting,0,2
plateful,0,2
heightened,0,2
censure,0,1
marianne,0,2
raped,1,1
chanted,0,1
rector,0,2
kaftan's,0,1
retorted,0,1
beet,0,2
moire,0,2
particles,0,1
elementariness,0,1
atomized,0,2
kalil,0,1
bourbaki,0,1
insulted,0,1
amounted,0,1
homophobia,0,1
sanctioned,0,1
varanasi,0,1
maurice,0,1
capon,0,1
pier rat,0,1
establishes,1,1
flammability,0,1
distanced,0,1
bleak,0,1
incensed,0,1
scathing,0,1
hippie,0,1
feral,0,2
dunk,0,2
unbecoming,1,0
baluchistan,1,0
protectorate,1,0
bohemia,2,0
moravia,1,0
burners,1,0
historiography,1,0
blacklisted,1,0
bicameral,2,0
plenary,1,0
nunavut,1,1
advertisements,1,0
jokingly,1,0
corned,1,0
lettuce,1,0
leonard,1,0
callaghan,1,0
slum,1,0
citywide,1,0
dresden,2,0
dessert,1,0
vermouth,1,0
amplitude,1,0
suited,1,0
extermination,1,0
amish,1,0
downs view,2,0
commemorating,1,0
outrage,1,0
concerted,1,0
goebbels,1,0
pogrom,1,0
sudetenland,1,0
marnia,1,0
huron,1,0
examined,1,0
adorned,1,0
isotonic,2,0
trieste,1,0
mastered,1,0
shack,1,0
renovate,1,1
waller stein,1,0
gop,1,0
gubernatorial,1,0
responds,0,1
renegade,1,2
grooving,2,0
instill,2,0
mellowness,2,0
detriment,2,0
carcinogenic,4,0
inhalation,2,0
socially,2,0
strive,4,0
fruition,4,0
variance,1,0
psychologically,2,0
perspectively,1,0
indicts,1,0
salivas,1,0
singularly,1,0
juncture,1,0
relaxes,2,0
marketed,3,0
undisputed,2,0
accolade,2,0
preservative,3,0
albinism,4,0
lactate,4,0
virology,4,0
syphilized,2,0
spinoza,2,1
couplers,2,0
valerian,3,0
officialism,4,0
polygon um,2,0
catechize,2,0
leonore,3,0
sibelius,3,0
cinnabars,2,0
margarita,2,0
biotic,2,0
orientals,2,0
salvidor,4,0
militarization,2,0
smoke ables,1,0
carolin,1,0
amphorae,1,0
yerevan,1,0
yes ca,1,0
weed,4,0
conjure,1,0
effectualness,1,0
chanced,1,0
absinthe,4,0
distilled,2,0
aniseed,1,0
liqueur,1,0
euphoric,1,0
stiffening,2,0
potentiating,10,0
sweeter,1,0
indict,3,0
aficionado,1,1
jester,12,1
mellows,1,0
shortcoming,1,1
uninitiated,2,0
practitioner,2,0
temperament,2,0
demonstrativeness,1,0
brew able,2,0
restlessness,2,0
hornier,1,0
goat weed,1,0
labyrinthine,1,0
stiffened,2,0
brewing,5,0
bowled,3,0
steep,3,0
preeminent,2,0
exotica,2,0
verbena,2,0
permutes,2,0
sarcophagus,1,0
scorpius,1,0
restorative,1,0
snuffle,3,5
blend age,2,0
emphatically,1,0
aggrandize,1,0
inhibit,1,0
composure,1,0
soothes,1,0
refreshes,1,0
dietary,1,0
web stream,0,1
checkout,0,1
damien,0,1
beauchamps,0,1
list info,0,2
specif,0,2
decode,0,2
chalkline,0,4
aspersion,0,7
test toast,0,2
dopas,0,3
idealists,0,1
shadow lab,0,1
hardware decoder,0,2
eared,0,1
initializing,0,1
attachments,0,2
cammed,0,5
logistic,0,8
joneses,0,5
math works,0,4
earthworks,0,2
aquiculture's,0,1
ciphered,0,2
hoary,0,2
decaf,0,1
timoteo,0,2
rational craft,0,2
win scape,0,2
splays,0,1
squirrel,0,1
bucharest,0,1
treating,0,1
sibyl,0,2
handmaiden,0,2
willinger,0,2
humboldt,0,1
annotation,0,2
unquoted,0,1
jessie,1,0
back glass,2,0
delawarean,1,0
henson,2,0
whitman,1,0
bared,3,1
lourdes,1,0
reunited,1,0
visigoths,1,0
inflict,1,0
lighted,1,0
disallowed,1,0
courtesan,1,0
livonia,1,0
speck,1,0
paella,1,0
valencia,1,0
bimonthly,1,0
ebro,1,1
duenna,1,0
guadalquivir,1,0
homologue,1,0
stardom,1,0
pulitzer,1,0
papacy,1,0
tilted,1,0
ellipsoid,4,0
conjugate,1,0
polar,1,0
dissipation,1,0
abstained,1,0
gangrene,0,1
presort,0,1
art splay,0,1
elvera,0,1
picador,1,0
justifying,0,1
argumentation,0,1
sidekick,0,2
idiocy,0,1
mangle,0,1
filippo,0,1
class path,0,7
echoing,0,1
extinction,0,1
growingly,0,1
endangered,1,1
business central,1,0
remittance,1,0
lagos,3,0
foreign remittance,1,0
writing you,1,0
this business,1,0
united states,1,0
en gr,1,0
wife and,1,0
airbus,1,0
to come,1,0
cannot release,1,0
haste,1,0
has appeared,1,0
official sin,1,0
total amount,1,0
wise the,1,0
unclaimed,1,0
will come,1,0
intend to,1,0
recycling,1,0
the fund,1,0
indicate your,1,0
aboveboard,1,0
name and,1,0
ordinate,1,0
file letter,1,0
approvals before,1,0
because of,1,0
absurdity,0,1
pac,0,1
stamping,0,1
boggled,0,1
email see,0,1
concurrent,0,1
concurrency,0,1
flaccidity how,1,0
tagging on,0,1
northernmost,0,1
freewheel,0,1
seduce,0,1
poconos,0,1
vilma,0,1
itself hi,0,1
regretted,0,1
pamirs,0,2
pm log,0,1
log abstract,0,2
form mail,0,1
reg exp,0,7
separator,0,1
instruct,0,1
kelcey,0,2
propagandized,0,1
meddling,0,1
laissez,0,1
afire,0,1
bureaucratic,1,1
crunchy,0,1
irrespective,0,1
gratuitously,0,1
monolithic,0,1
dicing,0,1
depended,0,1
infinitum,0,1
overrun,0,1
relevance,0,1
message sunny,1,0
dotting,0,1
retype,0,1
retyping,0,1
rattan,0,1
tycoons,0,1
dude hi,0,1
fresh rpm,0,2
prepped,0,1
references,0,1
relaxed,1,1
hardwired,0,1
beck,1,1
abolitionism,1,0
handicap,1,0
whig,2,0
congressman,2,1
unprincipled,1,0
speckle,1,0
longfellow,1,0
enrolled,2,0
bowditch,1,0
titivate,1,0
lemony,2,0
illogical,1,0
loaf,1,0
vile,1,0
saud,1,0
sodden,1,0
bennington,1,0
marcella,1,0
tramping,1,0
tarantula,1,0
abolitionist,1,0
annexation,1,0
unpack,1,0
umbrella,2,0
lombardi,1,0
brunet,1,0
revolutionizing,1,0
casualty,1,0
leonora,1,0
bully,1,0
hayes,1,0
hypothesized,1,0
austere,1,0
operational,1,2
amending,0,1
artifact,1,3
key binding,0,2
irritant,0,1
abort,0,1
reverted,0,1
invoking,0,2
completeness,0,1
bind tags,0,1
selectivity,0,4
select toggle,0,2
select complete,0,3
select return,0,4
select backspace,0,4
select clear,0,1
detailing,0,1
moira,0,1
kuomintang,0,1
anymore you,0,1
mortgageable,1,0
volumetrically,0,3
buccaneer,0,2
detach,0,1
positive on,0,1
steak,1,2
clinging,0,1
gallanting,0,1
piggy,0,1
restorer,0,1
sarasota,0,1
guacamoles,0,1
tupi,0,1
pigtail,0,1
misfile,0,1
aspidiske,0,2
seamless,0,1
appreciates,0,1
responses,0,1
unpolished,1,0
namely,1,1
parked,1,0
mugging,1,0
robbing,2,0
carjacking,1,0
subversive,1,0
hustler,1,0
axers,1,0
abuser,1,0
perpetuated,1,0
riveting,1,0
oppressive,1,0
discriminatory,1,0
nurtured,1,0
oftentimes,1,0
refusing,1,3
debasing,1,0
reared,1,0
fatherless,1,0
behavioral,1,0
crowded,1,0
tussuad,0,1
gaffe,1,1
price sever,1,0
positive interesting,0,2
aggressively,0,2
kirsten,0,2
peaked,0,2
evens,0,1
officialdom,0,1
trump,2,1
consuelo,1,0
broadsheet,0,1
tabloid,0,1
boyce,0,1
fetching,0,1
that,0,1
microcode,0,1
heat systems,1,0
cassandra,1,0
aureomycin,1,0
titians,1,0
beetle,1,1
patronage,2,0
jinnah,1,0
cottonmouth,1,0
wabash,1,1
vocalise's,1,0
sorceress,1,0
exploded,1,0
utopian,1,0
flank,1,0
bilingual,1,0
sayer,1,0
lanai,1,0
north woods,1,0
gloating,0,2
mishap,0,2
frailty,0,1
underrated,0,2
halal,0,1
hammurabi,0,2
hijacking,0,1
censer,0,1
delinda,0,1
conformity,0,1
tailored,1,1
pita,0,1
smokes dear,1,0
zillion,0,1
providential,0,2
paste able,0,1
you'll,0,1
collate,0,1
distinguishable,0,1
legible,0,1
rosamund,0,2
loki,0,2
clarified,0,1
murky,0,2
crystals,0,1
free desktop,0,3
digging,0,3
afflict,0,1
smarter child,0,2
shortened,0,1
asl,0,1
hanna,0,2
aural,0,1
scripting news,0,1
mazarin,2,0
sub disciplines,1,0
geodetic,2,0
undergone,1,0
refinement,1,0
constructor,2,0
motor sport,1,0
shims ha,1,0
hematite,1,0
honorable,1,0
lakshmi,3,0
tirade,1,0
kabuki,1,0
giavani,1,0
liliuokalani,1,0
normalcy,1,0
rhine,1,0
legion,1,0
ambush,1,0
roadrunner,1,0
ferret,1,0
georgetown,2,0
visitation,1,0
preparatory,1,0
romanov,1,0
patricia,1,0
paroles,1,0
spheroid,1,0
ellipse,1,0
arc degree,1,0
grubbily,1,0
andrej,1,0
quack,0,1
rosemary,0,1
slithered,0,1
inverted,0,1
welsh,1,4
steered,0,1
root hi,0,1
peskily,0,1
auto run,0,2
kenn,0,1
homburg,0,2
evil neat,0,1
eridanus,1,4
reptiles,0,3
dis incarnate,0,1
renal,0,1
dickinson,0,1
psychic,0,4
hospitable,0,1
immortal,0,4
contagious,0,1
reincarnate,0,3
encouraging,0,1
purging,0,2
perverse,0,1
relinquish,0,1
malice,0,3
subconscious,0,3
rotting,0,2
hatchings,0,1
satan,0,3
warmth,0,1
tuck,0,2
brainwash,0,1
foulest,0,1
abetted,0,1
vampiring,0,1
engram,0,2
time tracks,0,2
galactic,0,1
channelers,0,1
ancestral,0,1
civics,0,1
specializing,1,1
mislabeled,0,1
mislabeling,0,1
skindive,0,1
hotcake,0,1
filmmaker,0,3
forerunner,0,1
chronicled,0,1
intergalactic,0,1
adventurer,0,1
battled,0,1
invader,0,2
nostalgia,0,1
mammoth,0,2
badman,0,1
cabinetworks,0,2
mail shell,0,5
fresh address,0,1
betatron,0,1
reminds,0,2
exposition,1,1
air show,0,1
seaplane,0,1
air shows,0,1
airframe,0,1
hoot,1,1
coed,2,0
twining,0,1
cheat,0,2
sub classing,0,1
footman,0,1
hake,0,1
keeling,0,1
fertility,2,2
update on,0,1
disinclined,0,1
terminus,0,1
terminus bold,0,1
kicker,0,1
dirk,0,2
jet packs,0,1
violante,0,1
stu,1,0
interests,1,0
quartermasters,3,0
unrestricted,1,0
uncensored,1,0
unpackaged,0,1
after good,0,1
yahoo groups,0,1
troll boxes,0,1
nexus,0,1
iroquois,0,1
moron,0,3
stearns,0,1
build kernel,0,1
quick form,1,0
razorback,0,9
maillot,0,2
pock,0,4
auto generated,0,1
debug level,0,1
ignore list,0,1
list file,0,4
razor zone,0,1
rediscovery,0,1
realizing,0,2
